FMCG_CID,CurrentBalance,YearInflow,ManualTransactions,onlineTransactions,TotalTransactions,NoOfclosedAccounts,NewAccountsOpened,No.ofchequeBounces,No.of failedtransactions,YearOutflow,OverallPerspective
181698,48079523,2774284901,251386,198609626,198860550,729,3032,6743,8025572,23670099378,0
140821,99359142,81003047961,326071,487720206,488043824,156,7233,6891,8023459,78933176817,2
206332,65653538,89552592381,304721,82156027,82457483,1030,4193,8736,5383902,21344956890,1
120663,85329470,99064063125,703606,636537356,637238153,961,5143,3958,8140011,25661388736,1
204239,56353977,65421810033,308544,391700294,392007459,889,8402,4706,6060962,25568182411,1
170135,67407309,60868387750,621400,497944187,498563769,668,7862,7304,5391944,70844245544,1
177765,91474833,93894791186,198717,456472468,456670550,189,8762,4620,9707342,42067829061,2
153303,17390456,72659726740,407981,944574573,944978820,327,6632,8069,8817252,76457117061,2
122806,57056137,36249663078,983240,534421163,535403159,837,3021,927,9086818,77135178777,1
111587,14227226,16066214137,22910,20436757,20458489,561,2103,9659,2740670,82070661080,1
150770,71560068,35234168945,666395,807217867,807881254,351,6720,1904,7828183,5843273138,0
161274,50245729,4525267791,240950,85314438,85555246,529,4994,5858,3596362,32547088147,0
155561,8488703,47091104240,380156,167068709,167448203,304,1163,4944,8031573,52174081740,1
185359,52724571,29012643795,257359,35633777,35890210,461,4157,8910,3372263,8916448646,0
176528,80175936,12636262586,327087,172398049,172724692,320,1347,2004,771564,51999334920,0
114293,23672957,39176504183,855385,213581419,214434546,560,9762,1645,5462942,37825383739,1
146154,95186715,63309256591,686634,729194007,729877380,892,3857,8216,3789848,13264261229,1
116538,66324178,84532923558,331704,749880210,750210148,191,5082,4017,8680227,62700762068,2
131344,52049128,89862193840,436082,268838785,269274542,628,8587,8583,3215294,74370517565,2
182637,70018769,56520056078,898978,562704176,563601503,699,2738,6021,7344652,94197862825,2
169641,92443738,1929336684,481938,813262362,813740391,341,8144,772,345902,98598531052,1
188885,32891022,74523570843,220782,141579934,141796794,640,3454,1988,6817558,68022906783,2
136581,87602956,34284488456,845685,598229323,599071472,727,8036,6543,2875670,77277852930,1
174219,21167758,88114579684,277124,557100078,557375072,838,4375,3624,9409420,65780724757,2
132928,66021405,36027823773,977506,605730814,606708252,901,6464,5256,4954012,19530819715,0
146420,1946023,55653614912,180099,388434681,388611386,672,2371,308,1880365,68103810517,1
170050,94347283,74400751054,98096,816087748,816185383,969,2248,2229,459952,3710755874,1
205283,25311382,64894102206,157900,974396865,974552694,166,7064,3509,1268681,66392365501,1
119350,71021933,32261302717,762637,530217465,530978038,228,4035,8739,3466667,10095523415,0
164338,70257365,41693800647,500534,722954237,723453681,821,4828,9575,887254,96900440123,2
115061,73420284,38268096429,471811,616774278,617242416,881,6235,1306,1231479,86655023480,1
141779,43495217,53850277956,454869,488973600,489425784,373,9102,3512,4016281,37847857944,1
168392,7906859,77307908645,842719,269531580,270372484,567,6300,8090,1650661,46956855350,1
139689,99402959,15883195912,736132,664421805,665154201,442,4251,1121,7359773,16087517902,0
163036,42956750,29983526200,180648,245596772,245777126,954,1941,1733,857927,77812983372,1
130485,35473113,96286226751,986277,758675974,759661110,56,7581,4077,8237819,6576717581,1
185935,25193991,28512418286,804841,259965659,260766873,1017,1150,1830,9095125,54798198028,1
195430,15433160,30031893076,75006,955055121,955127785,506,3569,502,7665014,23224860989,0
213742,16778137,88496696491,47543,450885329,450929443,704,6242,9149,3435154,17844798592,1
141494,83657405,61086324089,692285,395618507,396307970,813,2980,953,1354569,17762316607,1
168401,43043736,72663614379,39038,494283429,494320474,419,2037,9313,2786104,32611027384,1
202269,15420105,29836713115,704315,942014331,942716300,815,1955,8224,8808261,83954227651,1
158081,29363737,81897632624,312911,480025860,480338482,770,4480,7611,4767085,45136591500,1
142309,66537379,58699779874,277830,185409907,185687347,568,1900,9971,6269436,2663393164,0
163253,99665834,53175029684,842600,709562444,710401326,799,2232,422,7587495,25688991161,1
190501,76623456,74517222442,892537,820652003,821543622,821,6838,6337,3572641,20892703604,1
160291,53580380,59123579133,34756,275945936,275976758,759,3950,7778,1264566,23310753538,1
133284,90392160,10254662954,840638,137595894,138434476,73,4707,4961,5309144,24354789412,0
157338,98725950,35201413719,869416,862702058,863570832,460,8660,3049,5997915,56776288334,1
156493,3366476,95911341957,551250,765836675,766385710,435,8959,8842,4580616,82006427812,2
148372,74902837,34494715318,100096,772317830,772415056,666,2181,1935,8752222,48673689815,1
143086,34752934,96517905310,151463,280060211,280210195,895,9189,9490,9913395,42314606073,2
126675,48960908,16941031916,731654,397292618,398021418,627,6701,9990,1099135,39698266527,0
163291,26498449,95790371841,484626,414854103,415337766,127,1426,1510,9850106,99510394177,2
163074,31949104,82360381423,957314,151551615,152507776,616,5786,5634,966362,86219307498,2
166641,68739769,39930031253,72611,63314245,63383223,301,3190,9487,6107730,17301449446,0
165802,22322105,1905646091,302357,66630064,66930753,77,5612,7625,5575431,55271147303,0
118682,8707248,46146632190,805125,664782648,665586689,813,1914,3576,4036855,48175351449,1
170289,24746221,85483870056,433873,498752412,499184574,989,3732,1203,278649,39000138027,1
131592,68943460,2946356198,828699,827175970,828004320,393,6169,9746,935454,27878434651,0
201935,22179315,20223194042,470390,780193559,780661037,352,5164,6562,7164651,76729914304,1
116618,25964223,57440551849,579072,454614658,455193238,403,4439,5079,3925485,34093929974,1
203923,59341675,56853872324,885478,573901480,574785435,172,7406,6066,3904032,12042785873,0
155928,75800636,55914054307,706853,804386671,805090595,636,1195,475,2608092,32857938778,1
135788,25873833,5803563388,683792,639207028,639888742,201,9371,7606,6648274,96661541912,1
183034,76809130,1223257487,530262,595571894,596101288,510,6245,3612,4305168,51755626907,0
179612,57298359,83748109936,135659,882561301,882695112,323,3737,4810,7405480,35739291768,1
129200,59531783,95841717254,389051,899686683,900072311,982,7896,3488,5487383,85951252625,2
151743,47448162,92500933676,237340,895442202,895678340,278,2789,5533,8428111,23328580403,1
151409,21664668,73287689124,643603,588559257,589201194,187,4606,8580,8862588,9692959844,1
194071,5018949,11830134445,35058,808731246,808765705,278,8160,3255,5152388,83214090208,1
172720,49142625,20624896206,251845,610335157,610584283,598,9439,5563,8390156,78910731131,1
159338,37899585,78359600795,217047,669925898,670139653,445,2825,3476,1345463,68327837186,2
207463,87173699,83075652492,307397,511743798,512050859,88,4903,7861,1821749,79386863711,2
208441,63418272,87120929625,804758,857614944,858417628,357,1775,3653,9694378,79128036122,2
132054,62640867,29570609469,636849,160879222,161514538,84,6747,2869,1285856,70730723563,1
128532,41105035,81170444385,143159,986111090,986250694,1004,9794,1528,3245497,5373480561,1
206778,87020051,32341937741,204147,298268834,298472789,457,5572,9484,4807627,94442491532,1
165116,46122136,4374124465,454917,35115479,35567086,1030,8665,7687,5983044,57807209222,0
203277,41098295,54674062751,922385,183920547,184842705,336,8950,9953,1705234,17607008802,1
187220,53634276,18572545034,634885,111834412,112467002,883,1938,2470,6576397,93980620990,1
115238,92651855,98134914293,667251,492168501,492835527,172,7993,1341,3800727,81972480901,2
210464,48976526,62053027688,507257,108744309,109251538,1011,9742,8439,7649146,71912295873,1
190098,97804187,97928726637,567575,435238659,435804944,783,5531,7421,4291419,98616553417,2
129304,39582873,54927840824,973749,426603266,427575158,751,5490,8029,9801781,21270631008,1
204846,64980718,10771933758,828326,933966773,934791812,814,1227,464,8108424,56351021367,0
179891,34737164,60031594791,262570,811216616,811476571,974,4474,5844,8066027,88661808961,2
208718,49008280,51961648422,977535,878190679,879164643,463,5805,4136,9747052,28949807856,1
147127,39520547,66147853646,536158,397350352,397883956,781,6946,936,4224130,20989540115,1
133193,68239795,58157492789,986819,454183874,455169647,871,9650,2646,7354826,17922326896,1
169353,64581152,60862940386,695042,287522963,288215141,336,8726,4770,9221529,73039960968,1
116375,60855451,39263864315,288539,556386098,556670948,1030,2558,9626,2793343,61216389762,1
111374,97744673,54082111158,240854,667505823,667745327,125,1394,9893,2042045,73257470950,1
158129,71529144,14006175524,875524,248752004,249624893,253,3302,3920,6080815,71473624819,1
206224,89228323,9481107564,46548,230610106,230654995,925,7628,3065,5266267,21541208512,0
147397,6423904,84648813169,963375,870678989,871641008,163,2216,6685,8765355,14499764786,1
122397,27230324,28568483547,740903,556478575,557216054,614,3987,3415,4243886,84958864581,1
131420,46107217,91502387787,542117,702723843,703265531,822,9984,5148,9844572,77652530928,2
192753,72385369,6074743653,669905,73927234,74594787,386,9468,7817,1042584,50547560224,0
136789,74369584,79356578425,249297,575856131,576104015,194,9316,5861,6888579,74755585660,2
127749,49815082,88744511239,83593,111735759,111816311,848,7224,1761,52091,88531200020,2
168161,20214515,11606506609,416771,227496527,227910366,744,4762,828,825000,39978945347,0
146665,96122620,19627552334,681156,756387357,757067610,917,3691,9682,8074204,65378788141,1
175986,10478875,29587207208,723184,684667488,685389842,406,6655,318,7420991,2880996988,0
132137,71430466,62834780209,463143,785206511,785668267,326,2034,9583,575687,64998786441,1
192772,31401931,11968611433,113039,604078103,604188585,771,4418,4628,6321029,54669499608,0
132463,96477532,83086738792,603770,51271431,51874544,283,7667,2670,3160026,65009837877,2
180912,41673493,41460645299,321631,276830933,277151396,871,9298,7532,1933573,42967568826,1
212828,89482179,89182729869,276935,207235347,207510760,715,2924,1392,4045611,12533309915,1
183285,8506834,42677858912,679129,562913352,563591131,785,4896,5696,5848877,65590882817,1
192594,14168855,71583993703,132842,865702112,865831792,986,5073,8194,1887612,37770017246,1
192112,46758285,41604317640,434153,711118947,711549638,812,4549,3831,9685846,95381435939,2
212866,31782867,88157783844,117176,674108140,674222263,865,7391,2116,5172248,54024337711,2
141362,20879368,81767023726,210628,457686664,457893761,683,9857,798,5238901,98642948629,2
165122,12885735,75499090041,788187,469177347,469962547,883,1821,5570,753416,95167910794,2
157790,46768881,93586907133,875675,671656984,672529966,501,7112,5997,6776186,51467610818,2
127192,7786801,33858922859,637429,557379944,558013471,620,1679,3549,764421,34148478641,0
162175,43822720,62533158842,994399,537449092,538440940,777,6807,1513,1138097,57592607981,1
199173,83954205,2982933351,207820,441045730,441252545,490,4166,5344,8166086,23833324563,0
200944,70982486,1730506939,180112,112571121,112747648,677,8718,3698,6740795,37811902307,0
115024,35743284,77015915749,355333,740403978,740759196,999,8904,547,7638637,44063343614,1
163113,78880677,54779094567,454505,625136054,625586672,492,1255,9474,4009172,36814755865,1
184971,85580478,63304554645,811924,638620024,639429233,492,8671,1756,625673,29648639138,1
148991,38213404,45013589609,151622,306127740,306279219,827,8424,5322,3756209,32786691775,1
154002,7733250,19622818453,177729,432162280,432336738,1066,7119,9823,6139931,42873143580,0
178232,90081515,89407300505,21088,756809164,756829461,1040,5000,9066,7137213,57319802258,2
137373,26831206,69970105503,557509,766509866,767064652,679,4220,9834,9716128,39406167049,1
123545,7462315,99893228772,71267,673006634,673077367,329,4948,7619,7636724,33430599522,1
169381,48771582,66588686747,337892,653255960,653592513,1026,9924,5899,724720,66308879256,1
147807,71321021,78817035651,646676,854177103,854821586,544,7897,3447,1613685,96712514440,2
188708,90940413,13231744248,662433,477993520,478653167,873,1355,6412,2329051,58587538422,1
208566,17632040,46308995811,731108,30070216,30798469,919,5386,9215,4701383,69862885965,1
165237,30189145,8449391102,271317,111861556,112132809,957,1281,812,9097401,33576541077,0
155308,73066271,57768080090,863922,655936784,656797287,798,9675,7118,4512040,7718568514,0
127001,25022113,88742027254,835182,237662906,238497261,968,6231,6115,8314689,98283415423,2
113431,16165232,90367298463,848058,778893483,779739753,962,3834,6541,924825,96970645979,2
132989,32455490,28292973394,667593,190257187,190924405,129,9111,6093,8856117,65540389938,1
188175,58266402,22893752529,812584,49969506,50781504,847,8546,6635,8971596,69370743295,1
189710,83280452,80582034522,221381,903888180,904106233,942,5100,3355,8177838,61253372492,2
191027,46867130,43501423182,70560,226483720,226550457,364,9120,291,7572250,3590044358,0
137023,77159764,40645603450,904968,51524016,52428594,779,2485,9793,5814922,41427342769,1
164219,49564770,22688216628,702821,560394284,561094462,705,8398,1522,8790100,23836335490,0
111442,1959303,59406697961,188950,90720342,90909266,916,2017,436,2206968,16306539969,1
146637,47099842,47968423528,612188,17715355,18324990,173,4592,6568,8842276,95508635651,2
209124,79324737,19594936017,165886,457170222,457334771,658,2367,8804,7125888,4108406719,0
176607,73631174,60588713452,694965,881355647,882048878,632,1566,9613,502041,37280276650,1
121841,36002974,92690330072,141985,705195620,705333817,386,9708,5862,2499628,86918300122,2
178204,81037921,27278504214,464495,410841148,411304925,518,7408,7610,9423689,33442893840,0
183176,27968771,65682998056,571307,686575021,687143002,856,8055,3517,9345007,18593517549,1
183397,87766270,28445280699,579573,87005892,87582171,975,6324,8566,4620328,68315231288,1
115694,15882201,14566100537,498039,947338416,947833877,174,7690,3924,3816094,28740251047,0
111581,76213110,65140304828,114538,812059868,812171231,591,2392,8777,3276463,84079125711,2
116272,38482830,9000901197,738726,673756120,674494203,745,8153,3722,256805,65479008261,1
195765,15202801,31999727361,600635,63598651,64195433,777,6544,7323,1822901,20573015918,0
146330,28834338,34142893312,179053,948103845,948281878,461,4405,6832,5871361,84853929126,1
114530,85687683,81979340770,24460,41554381,41575017,490,8776,5895,8003862,68089176012,2
169674,79754265,89295333807,520162,376216736,376734903,873,6621,9621,9575595,67996400232,2
209542,92914442,64004705655,164543,276104586,276267249,928,3854,9368,9347806,38084448338,1
201893,57465176,97719873079,490861,394711379,395200676,603,2849,8998,8134169,42435747849,2
198444,32536231,70122531829,612074,237491716,238101226,914,9378,5353,4288336,90755490394,2
173441,45394306,56297972508,477725,584244491,584718555,844,9909,168,8329357,95721007740,2
170108,50564356,38888914550,152200,424941979,425090531,732,9390,5624,1028043,97575786945,2
205972,57253401,13611565188,660427,669515629,670172642,266,8750,6158,1503580,70163465870,1
139015,63937960,29016261492,691222,256404861,257095380,215,4003,4089,779551,13696006304,0
165231,24863207,53787822508,209627,952678567,952886590,595,1791,7383,1887723,52677474187,1
189026,58767990,9055295986,172504,732098545,732268321,58,9861,8503,83448,90163844519,1
111880,48198533,74684395915,102882,387010428,387112939,440,1910,6312,2164447,23658827589,1
176157,52963358,38469439029,887199,944523452,945407977,483,5438,7911,7972008,49651124826,1
209724,95464754,48843030739,80285,586078662,586155567,239,4676,1618,4590388,82164714205,1
118950,13571922,98819467511,836584,784398964,785235331,316,5361,4339,336068,53534642661,2
175474,99086056,47149684376,364360,176241567,176603227,98,4575,1409,3284773,45154206068,1
157100,62252992,10199814454,482089,490708952,491189917,851,3907,5883,849887,5275612225,0
137331,32619476,20912009431,270691,988169250,988436212,21,5799,2994,2015886,28535982279,0
186212,8821633,55109438816,633603,531965933,532599365,884,4997,3781,597157,74825312033,1
116092,40951884,7464744396,422338,25629122,26049388,937,2222,5135,5584967,70548083030,1
151083,35470414,60446714579,437429,763966414,764401760,815,2468,8354,9322687,66066219039,1
155205,38520067,75003177030,411822,30138298,30548709,433,5461,3950,8665612,9358155129,1
196214,50102522,5774731701,94399,852130182,852221039,726,2963,3317,7091072,88590585804,1
163674,53011438,32123443547,493421,139013983,139503886,599,1834,8391,4195783,90257774878,1
133125,85292674,55413809283,487649,645623415,646108687,373,7333,3159,8831673,64406185696,1
132558,7761568,55142303475,941036,625506401,626447087,733,8410,3579,7197858,36564486124,1
185379,69175188,80083348845,290819,163253678,163540646,669,5542,6585,4563342,74983385000,2
143526,97559271,53041359498,733296,17139171,17872336,137,2410,7286,4028599,64553763182,1
118412,70582972,58585380452,32790,987159741,987191914,46,8185,6148,7309232,90387987452,2
194509,99853502,45946167169,817713,224542970,225358515,114,6391,311,8079169,35039412889,1
166043,26067123,21073702260,497974,56187567,56683863,760,9609,9988,6415183,86977286472,1
138577,56107505,94033610935,537034,790252669,790785739,973,6813,4934,6255046,50995400836,2
122347,53624963,89949803886,562927,487911301,488471830,289,5392,1277,5682907,29608032423,1
128580,82593174,87312648969,814761,153419324,154232776,741,7272,8101,338776,64068710248,2
171072,65521872,68641301003,859244,352840561,353699385,369,8895,9194,873088,87477347595,2
185484,87319977,64288245532,141260,891321370,891460328,242,3053,4605,6248540,90493879436,2
182322,31026160,29862886235,51614,995581934,995633302,255,5631,8554,7302470,30272884879,0
116269,48311268,19300524964,493820,277182712,277673731,868,7959,2811,3833010,73822959087,1
170347,54065201,23858693727,556720,492037718,492593418,607,1875,2493,2058235,62958472685,1
201371,56011434,92901871344,723895,916313423,917034887,731,3726,1766,3303706,10628616031,1
113854,67375157,31249080704,592948,694976936,695569138,968,3698,2835,4955973,31555854234,0
129956,83127664,70727420122,536390,336008390,336544101,845,1918,3961,6905977,6607444999,1
164054,89003548,12413553291,583639,702176380,702759162,405,3552,3549,4142769,46977379730,0
137413,91528576,11597958287,739606,904714019,905450700,133,5119,6353,3639495,83066975761,1
113670,86031050,58407004085,600183,250118560,250714948,438,7114,8654,2005764,41293835839,1
182134,80819932,58368898756,848022,355256394,356100862,724,6618,9607,3786020,76709017825,1
155391,24569070,68866799527,28726,574265983,574291934,704,4587,699,807774,29247843162,1
213348,6878068,51122837443,362585,698188288,698547743,102,2253,3985,3177076,87287332510,2
156801,99690541,5078359791,332660,12520420,12849710,379,5164,3809,1533716,85146554439,1
147128,75511777,16884329168,878491,920240039,921116367,905,6150,5397,7024495,63012691174,1
122088,67959381,33038852957,602225,474617264,475217578,820,3972,939,1054151,62445218419,1
135269,35949090,36017570028,761433,179444391,180204669,865,9143,1750,4890789,18354945634,0
148320,90834958,48380696302,946187,418045078,418990275,143,5484,8340,3026658,91269409651,2
178268,44964922,80145238359,130514,503413511,503543368,595,6785,3449,9400972,46503946969,1
149330,2853747,88008944478,227847,976954284,977182015,85,1176,2287,7031165,74851716061,2
168039,2882447,96937616582,153734,565554388,565707925,579,7715,921,2658854,46425893964,2
198577,82524969,66117879155,411476,584743411,585151463,127,3082,9578,2341759,77083137968,2
197068,78096234,52498486173,309635,285545194,285853368,552,3846,9202,9954475,84105154302,2
194735,3851931,5454336279,738819,979548220,980283498,566,9957,5763,9538085,97890838904,1
207137,7182154,8684652799,808295,551581774,552386426,214,8186,9651,2627143,29667497995,0
118783,6169137,30146239154,699826,317158930,317857843,620,3440,2882,9629607,23122975153,0
148911,48688474,50821359619,942632,417057167,417996006,661,4874,68,3554250,45667590728,1
127712,81309357,69144406294,330600,116265997,116594019,811,1750,6549,1573384,89754817847,2
125902,10135991,23623520662,540359,338189716,338726586,304,2882,3945,576946,21990265781,0
133778,46862252,76400020346,845225,770100322,770945399,313,4575,3574,4145346,48384032472,1
174990,1641328,40894010865,335051,727643153,727974405,452,8101,6428,6776571,22980402550,0
141743,61214660,30648716474,658487,816293913,816949823,842,6765,3933,9466068,22361087612,0
127135,40136713,2372388361,964879,212910089,213874226,571,5433,3037,5057210,7205762233,0
146250,83716727,54700956525,821523,840265213,841083261,518,4563,8895,1982865,16875520482,1
141964,60970413,21620739893,567702,821365218,821929193,172,3585,2741,979386,30965845155,0
201656,37893828,5619223241,899136,343684728,344583837,509,3221,2668,9600668,68514788845,1
139382,65771746,79289635063,703105,451610763,452312109,894,5588,4165,5680996,25683229954,1
209087,46051025,70697853042,878093,586146536,587020799,896,9929,9420,635165,44781721154,1
209714,97530925,96625437456,852666,627372707,628221678,999,9419,6769,7331160,79740627586,2
163357,98916419,40443867800,818444,856720006,857537683,122,7815,487,2632972,93568187292,1
136040,91577200,40903442567,835272,51663458,52494872,756,9571,9919,1911068,53005916328,1
174455,96819185,7475792603,895397,26361372,27253646,508,9973,2749,5419280,65849266178,1
201205,18777269,3235480629,381853,75318466,75697462,902,2563,4196,1181438,53593499552,0
166040,88032865,46116323766,207525,614329179,614533140,162,7730,9769,9401159,3570694766,0
115063,60554699,55386354514,916600,851764012,852680255,232,1790,769,4579088,38424630155,1
162090,24844344,60348629200,113271,599530691,599640789,876,9420,2032,1186145,41068601765,1
210462,72866687,35282968312,631717,623381250,624009241,649,3882,8074,8988108,8963041347,0
164624,83052629,88737244946,346067,887045524,887390516,729,4514,4141,7575092,72381761689,2
208152,9877405,61165588935,771506,521575212,522345085,505,3426,9343,7834506,43040168798,1
161245,96701540,79015298645,312186,149171507,149483254,484,4735,1727,8392377,91190737922,2
198985,43473030,54752798028,129384,135885979,136013864,917,6436,5266,9616598,27718124538,1
202458,81869588,31578267158,615807,373593440,374207687,16,6357,5768,4856429,98089692173,1
196368,21483143,5530846806,550559,151238710,151788702,875,7654,1220,1454772,48129957299,0
203025,79718827,27265789405,493235,162405108,162895570,833,6488,3324,3774200,95960874766,1
183513,20083673,52006333535,792759,200611197,201400731,75,1164,8848,5171277,87783328435,2
161596,86454821,77198940468,103341,987853603,987956148,468,2532,1251,5583425,11234233978,1
112228,41501780,23644376164,593868,735751043,736342946,123,8339,2233,4004133,21193488011,0
130451,6722113,23590583819,202045,942104479,942306504,589,7890,3758,6554205,69745029091,1
147142,99995991,8080059819,369652,113026354,113395250,950,7927,3665,3241713,90200951701,1
133201,26656857,28026370312,950985,640852422,641800722,403,9430,8454,5810051,50975594634,1
181211,14338689,69008512460,492835,593771135,594262482,748,6617,9053,1888950,62079830518,1
193638,4265015,96598859218,489200,977215358,977702737,868,8479,5578,5660193,3976664169,1
183978,74875133,7165729827,111534,410796484,410906239,839,2421,1908,6104860,6309787484,0
189925,63934180,67847419541,100793,694240196,694338253,1066,4164,8112,4473649,27340952366,1
151628,94420755,8375414790,299493,750680072,750979355,604,8452,7289,4240748,95734083221,1
129100,23977781,19168539117,446362,872625346,873071547,393,9511,2008,8860621,79088638820,1
126624,86722097,9415986207,716660,359820500,360534268,636,7892,8184,2050421,24744394046,0
152449,96910782,64569690785,65556,122590568,122653793,326,9285,3369,6954066,17224610509,1
167008,62758111,63901419127,509521,371597059,372104133,259,8150,8335,5885183,22410347435,1
210583,26716497,22681775564,548030,817016979,817562384,910,2463,1671,1248425,40496310677,0
196075,29465256,80575031565,297452,289269214,289563166,346,8549,9732,5488957,59643500711,2
155902,23334216,85300012519,295063,665944146,666236889,431,8543,9901,175402,60380534535,2
181703,59317084,75300372842,23203,815409715,815430656,853,9376,97,8087219,18278047776,1
206407,17323004,27693241632,652108,693037792,693687954,202,5617,488,825523,49188786439,1
170365,21499688,29177794324,728844,126071542,126797463,524,2274,9219,9394352,13198509996,0
110412,40666108,73195525102,143750,79441438,79581923,462,6796,9416,3437433,51750284203,1
138029,21290153,78451503336,895867,247058962,247952260,426,9261,2736,5165491,58210118432,2
172044,58187579,8433736104,70044,388668440,388734571,909,4257,6251,3196807,77867592103,1
136657,5108426,94376830107,238917,208891745,209128227,464,6089,421,9521574,61949531395,2
136293,30588347,68128224331,457306,504594034,505049184,942,8905,335,7518318,89369792676,2
173186,53724644,29903403028,481163,893846451,894327054,981,9827,2994,8541403,71257588252,1
196061,87348360,23195069989,221609,916178420,916397976,479,5936,5213,8375837,25415463488,0
154277,33238845,66858834144,847699,737795405,738639610,880,5530,603,1926120,51394495013,1
144996,19431041,92335199597,290300,560545417,560832475,646,5899,8460,6067881,85845276074,2
161481,16795813,9962794333,449138,390984382,391433095,658,5478,6320,8416942,85128306618,1
110931,69409820,35814798335,319782,831354014,831671685,552,9503,9446,6871640,88808344092,1
155381,32590084,46111791595,312508,484347273,484658635,536,6222,3494,4923638,9775931142,0
146607,32494864,96038627623,282785,649381383,649660881,316,1262,9984,8756198,48592814073,2
172711,9457208,12596135108,318500,496969831,497286046,208,8359,6553,9398201,10553630440,0
190081,73128018,77375568901,429895,267398601,267827259,844,2254,9671,4599772,95657381092,2
170500,18147423,45547359897,749409,479224975,479973466,217,9459,1856,7496093,14770972998,0
193873,47683456,30520686058,632892,187982708,188615221,712,1778,3822,3705767,42007452701,1
130790,26053516,44963176109,374618,255822626,256194629,808,9970,9034,9535120,94096309969,2
189667,24087741,27764065589,999209,849505734,850501191,755,9687,4624,7195620,70237139254,1
131784,50240629,68162621746,369060,414279617,414644835,760,5018,787,8102518,76982191989,2
179530,98448148,6223266222,536400,763104453,763640558,82,1440,5029,5283937,63252753700,0
198912,71218095,11615000229,22649,412861546,412883633,804,5822,2951,1592434,55805173183,0
149281,95676519,7643399685,355946,309044534,309397357,613,3018,2925,2752151,66546985309,1
118484,53085953,81346231724,495222,260541983,261035448,523,5806,7995,2598564,71284263160,2
189557,96322029,10107874492,781607,825016552,825795463,108,1801,2404,1878600,41074973862,0
158823,94666179,94120950937,267300,108809569,109074080,397,6559,6853,1673276,47809734209,2
149499,81808677,32959082637,416828,936955354,937369450,151,4404,4863,6484184,36269124673,0
170240,22081424,82972809263,368472,490707825,491072803,378,9646,330,5173970,76799704819,2
164732,30991680,46855451638,937757,963430875,964368604,119,4304,2278,1765793,46431561915,1
149478,64975554,4394852021,939020,528784089,529719882,572,7538,3106,3990434,1984952821,0
181220,71347734,71106253086,84131,325205587,325286105,167,7818,8856,8997453,79828330372,2
208798,72698164,88041451764,486302,900217088,900702637,319,5390,966,4003703,52678919483,2
118413,16765557,72015338298,953549,317452635,318404541,78,2729,7801,940673,24827231800,1
206077,36955587,50506762631,420854,97188098,97607704,555,6823,89,5834429,12836668846,0
212586,40181186,27100369793,761408,525994894,526755002,609,6319,6009,1730202,89843300733,1
146697,99870922,67863427622,545967,869645478,870190358,265,5781,7780,2311551,49527926631,1
163369,46645181,46235281390,505958,403658877,404163338,144,6328,6020,367428,48122779741,1
167420,32445971,51322300157,72435,480566768,480638312,891,2332,7003,6765746,53363566901,1
214183,60239296,55823225097,366403,763473862,763836712,931,3662,6526,4261928,86135740401,2
150420,51250299,43386605468,347922,531861572,532208206,851,9499,2787,4792421,77133592492,1
193711,44584575,6481768307,754482,192561577,193314367,901,9715,5875,2233638,96973677781,1
122716,97121531,41834719441,247840,113968473,114215700,1006,2910,2937,8886068,97828198040,2
152286,13810040,23814348497,140447,278855463,278992680,338,5421,6320,2501311,14170141658,0
184593,95254599,18246727945,271936,560642426,560911995,582,5100,3967,2401007,5565894538,0
157204,25097171,34002907695,90244,964442708,964529695,1031,5127,4307,1182588,63549626771,1
195237,50757503,89636945095,750063,435414855,436161660,185,8390,8029,9871368,99371259957,2
124458,5410951,85220517688,54403,515036126,515089985,84,1914,1031,6544464,4275129113,1
200528,77075027,36898408725,313922,867381054,867692832,615,9447,5083,6517090,51165246204,1
129942,24913821,29003283365,235012,878024888,878259297,931,8120,8663,8032744,32132002464,0
205911,96756945,89290008078,894762,367711008,368603310,321,6358,9877,4919477,64386563769,2
179810,96979840,86448826006,468265,39681608,40149670,616,9030,8898,2011844,52267813673,2
146180,94263193,16555538838,397899,740917919,741313062,586,7680,9576,4551013,92451702863,1
161032,67253084,11882067395,339699,92453559,92791779,949,9459,9291,5426161,25462864281,0
132521,95056227,33318068666,408336,124629490,125036513,784,5471,9820,4244953,85267894480,1
171117,58263332,51359666345,859989,714218201,715075854,157,9710,478,4745522,3236116441,0
161400,11370221,69872316349,68966,896425213,896492929,376,6346,5951,3452838,13321445017,1
127478,10475013,83514632541,904702,516023161,516925455,838,4880,198,336919,91681180905,2
147550,84497051,75922368500,927079,317356858,318280865,947,2404,1110,8075844,7407538887,1
132972,58368829,75948889731,494513,136561574,137055585,84,8232,1412,2567247,40494975241,1
122548,94020049,80071460043,847999,416976517,417820933,859,8090,592,8465633,89981621726,2
144667,2221472,50440412938,796208,224783969,225576949,552,7923,3677,6906044,20650738996,0
185686,82029590,17718697355,992429,471959383,472950801,710,7959,3187,6214570,92816000261,1
165436,30699122,70016304734,366246,667767591,668130005,285,8306,2313,5865755,13197872276,1
210868,19791438,88541699248,320016,944369494,944688060,600,4942,359,4432136,65990858201,2
212565,74633423,29783574128,824766,421626292,422451044,970,7787,4443,8942430,14437866106,0
140058,37845543,57312367098,737733,18227050,18962712,555,2133,7825,7377080,33347921902,1
198269,98069890,29336515809,986003,800995748,801979272,395,8693,7681,5368108,20487979271,0
